ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN
9783862340873|['1052091504']|['http://d-nb.info/1052091504']|['(OColc)882501177']|['4030720-7', '4168346-8', '4015833-0', '4197572-8', '4043912-4', '121552810']|[]|[]|['121552810']|['230 Theologie, Christentum ; 900 Geschichte']

9783862340699|['1052114202']|['http://d-nb.info/1052114202']|['(OColc)882502243']|['4131753-1', '4365203-7', '4048849-4', '4170174-4', '4069008-8']|['346.24']|[]|['138774617']|['340 Recht']

9783899712469|['976415119']|['http://d-nb.info/976415119']|['(OColc)181479953']|['4011882-4', '4066794-7', '4121624-6']|[]|['976415119/04']|['121804208']|['330 Wirtschaft']

9783899715767|['993367291']|['http://d-nb.info/993367291']|['(OColc)363111460']|['4172945-6', '4172945-6', '4036050-7', '4136393-0', '4044040-0']|['263.93']|['993367291/04']|['132088037']|['230 Theologie, Christentum']

9783899719093|['1031105654']|['http://d-nb.info/1031105654']|['(OColc)830887383']|['118587668']|['838.609']|['1031105654/04']|[]|['830 Deutsche Literatur ; 943 Geschichte Deutschlands']

9783899715897|['993078230']|['http://d-nb.info/993078230']|[]|[]|[]|[]|[]|['100 Philosophie ; 610 Medizin, Gesundheit']

9783899711103|['967080738']|['http://d-nb.info/967080738']|['(OColc)723081034']|['4011882-4', '4074580-6', '4120896-1', '4031772-9']|[]|[]|['124919782']|['340 Recht']

9783899716733|['993128823']|['http://d-nb.info/993128823']|[]|[]|[]|[]|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 943 Geschichte Deutschlands']

9783899718423|['1010740628']|['http://d-nb.info/1010740628']|['(OColc)730013044']|['4115788-6', '4173956-5']|['840.09']|['1010740628/04']|[]|['840 Französische Literatur']

9783899714043|['985031905']|['http://d-nb.info/985031905']|['(OColc)188158461']|[]|[]|['985031905/04']|[]|[]

9783862346622|['1052140653']|['http://d-nb.info/1052140653']|['(OColc)882504202']|['4017102-4', '4154072-4', '4071776-8', '4181116-1', '4563270-4', '4482930-9']|['791.436']|[]|[]|['791 Öffentliche Darbietungen, Film, Rundfunk ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862349555|['1052125948']|['http://d-nb.info/1052125948']|['(OColc)843486244']|['117154202', '1030250936', '118540238', '4099208-1', '4112763-8', '4079320-5']|['833.6093557']|[]|['1026109779']|['830 Deutsche Literatur']

9783899713633|['98227226X']|['http://d-nb.info/98227226X']|['(OColc)180711850']|['4125333-4', '4045791-6', '4059758-1', '118591541', '4054329-8', '4011450-8', '4059758-1', '118547739', '4133154-0', '4005248-5', '4036202-4', '4059758-1']|['230.01']|['98227226X/04']|['13265749X']|['230 Theologie, Christentum ; 100 Philosophie']

9783899711462|['969809263']|['http://d-nb.info/969809263']|['(OColc)249646350']|['4011890-3', '4019625-2', '4135539-8']|[]|[]|['129023043']|['943 Geschichte Deutschlands']

9783899719826|['1020632909']|['http://d-nb.info/1020632909']|['(OColc)796388459']|['4003157-3', '4044903-8', '4136795-9']|['610.696']|['1020632909/04']|[]|['610 Medizin, Gesundheit']

9783899716849|['1008290653']|['http://d-nb.info/1008290653']|['(OColc)694883675']|['119310007', '4020517-4', '4005248-5', '4020531-9', '4020529-0']|['833.914']|['1008290653/04']|['124510523']|['830 Deutsche Literatur']

9783899718256|['1009692976']|['http://d-nb.info/1009692976']|['(OColc)724853094']|['4011882-4', '4072133-4', '4038654-5']|['342.43085']|['1009692976/04']|['128649356']|['340 Recht ; 320 Politik']

9783899717778|['99806341X']|['http://d-nb.info/99806341X']|['(OColc)680764937']|['4359546-7', '4114382-6', '4046559-7', '4165992-2', '4046540-8', '4134262-8', '4134262-8', '4360006-2', '4171529-9']|['320.014']|['99806341X/04']|[]|['320 Politik ; 940 Geschichte Europas']

9783862340903|['1073820564']|['http://d-nb.info/1073820564']|[]|['4011882-4', '4067911-1', '4178846-1', '4138606-1', '4128972-9']|['347.430701']|[]|['104000996']|['340 Recht']

9783899718263|['1009692984']|['http://d-nb.info/1009692984']|['(OColc)724853109']|['4011890-3', '4066749-2', '4288473-1', '4159226-8']|['363.509431']|['1009692984/04']|['123169941']|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 943 Geschichte Deutschlands']

9783899716801|['1052145124']|['http://d-nb.info/1052145124']|['(OColc)882504536']|['119352540', '118693522', '4013657-7', '4047538-4', '4125698-0', '4014770-8', '4047538-4', '4136343-7', '4076374-2', '4043271-3', '118756117', '4040034-7', '4049716-1', '4014777-0', '4036774-5']|['941.061', '821.309358']|[]|['137192320']|['940 Geschichte Europas ; 820 Englische Literatur']

9783899718157|['1008290688']|['http://d-nb.info/1008290688']|['(OColc)748680112']|['119209381', '4041771-2', '4015950-4', '4059758-1', '119209381']|['225.6092']|['1008290688/04']|['1011509075']|['220 Bibel']

9783899713411|['981751407']|['http://d-nb.info/981751407']|['(OColc)199257085']|['4042226-4', '4409711-6', '4063353-6', '4048737-4']|['342.4359064068']|[]|['132519887']|['340 Recht ; 350 Öffentliche Verwaltung']

9783899713541|['982273355']|['http://d-nb.info/982273355']|['(OColc)238823234']|['4023025-9', '4041316-0', '4079262-6', '4006804-3', '4020527-7']|['324.24307509220943184809045']|['982273355/04']|['122889789']|['320 Politik']

9783862346288|['1052113621']|['http://d-nb.info/1052113621']|['(OColc)882502075']|['4011882-4', '4121074-8', '4011882-4', '4206457-0', '4163188-2', '4208487-8', '4157098-4']|['342.43078']|[]|['128696958']|['340 Recht']

9783899713695|['982620241']|['http://d-nb.info/982620241']|['(OColc)723674110']|[]|[]|[]|[]|[]

9783899719352|['1016525060']|['http://d-nb.info/1016525060']|['(OColc)779548888']|['4131753-1', '4011882-4', '4506931-1', '4233427-5']|['346.430482']|['1016525060/04']|['105449563']|['340 Recht']

9783899714685|['988006189']|['http://d-nb.info/988006189']|['(OColc)429663006']|['4113292-0', '4050479-7', '4124639-1']|['833.912093243155']|['988006189/04']|[]|['830 Deutsche Literatur']

9783862340637|['1052113516']|['http://d-nb.info/1052113516']|['(OColc)882502154']|['11863562', '4188478-4']|['155.89092']|[]|[]|['150 Psychologie']

9783899716238|['1004111495']|['http://d-nb.info/1004111495']|[]|[]|[]|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899717730|['997985143']|['http://d-nb.info/997985143']|['(OColc)607561379']|['4012995-0', '4074365-2']|['943.21420864']|['997985143/04']|[]|['943 Geschichte Deutschlands ; 940 Geschichte Europas']

9783899717884|['999429345']|['http://d-nb.info/999429345']|['(OColc)696012391']|['4011882-4', '4258786-4', '4137287-6', '4020531-9', '4140349-6']|['943.0072']|['999429345/04']|[]|['943 Geschichte Deutschlands ; 900 Geschichte']

9783899712278|['974097349']|['http://d-nb.info/974097349']|['(OColc)723347882']|['4011882-4', '4592128-3', '4187988-0', '4301520-7', '4138417-9']|[]|[]|['129936391']|['340 Recht']

9783899714760|['988884011']|['http://d-nb.info/988884011']|['(OColc)311062292']|['2114189-7', '4041421-8']|['507.1143155']|['988884011/04']|[]|['500 Naturwissenschaften']

9783899719451|['1017392161']|['http://d-nb.info/1017392161']|[]|['118523368']|['943.074092']|['1017392161/04']|[]|['943 Geschichte Deutschlands']

9783899711950|['97282006X']|['http://d-nb.info/97282006X']|['(OColc)723481417']|['4189815-1', '4121094-3', '4048946-2', '4189815-1', '4011882-4', '4149920-7', '4079262-6', '4030702-5']|[]|['97282006X/04']|[]|['230 Theologie, Christentum ; 943 Geschichte Deutschlands']

9783899715156|['99013959X']|['http://d-nb.info/99013959X']|[]|[]|[]|[]|[]|['150 Psychologie']

9783899719895|['1021094714']|['http://d-nb.info/1021094714']|['(OColc)809137305']|['4066562-8', '4061778-6', '4026140-2']|['001.209024']|['1021094714/04']|[]|['000 Allgemeines, Wissenschaft']

9783899716603|['993128661']|['http://d-nb.info/993128661']|[]|[]|[]|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862346677|['1052092004']|['http://d-nb.info/1052092004']|['(OColc)882501288']|['118546937', '4193224-9', '118798197', '7733489-9', '118811134', '4231278-4', '118895117', '4409662-8', '4178262-8', '4222106-7']|['823.91409355', '833.9109355']|[]|['143358901']|['820 Englische Literatur ; 830 Deutsche Literatur']

9783862341139|['1052112854']|['http://d-nb.info/1052112854']|['(OColc)882502018']|['4169980-4', '4196366-0']|['355.370903']|[]|[]|['355 Militär ; 900 Geschichte']

9783899719956|['1021800228']|['http://d-nb.info/1021800228']|['(OColc)796248108']|['4039305-7', '4052531-4', '4200793-8']|['355.109']|['1021800228/04']|[]|['355 Militär ; 940 Geschichte Europas']

9783862349012|['1052113877']|['http://d-nb.info/1052113877']|['(OColc)882502181']|['118622692', '4059758-1', '4049716-1', '4153261-2']|['268.84092']|[]|['1016003897']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783862346776|['105361781X']|['http://d-nb.info/105361781X']|['(OColc)885829582']|['121686876', '7733327-5', '121686876', '7733326-3', '121686876', '7733328-7', '121686876', '7616807-4', '121686876', '7733329-9', '7732635-0']|['833.92']|[]|[]|['830 Deutsche Literatur']

9783862340576|['1052091555']|['http://d-nb.info/1052091555']|['(OColc)882501200']|['118684043', '4041421-8']|['509.2']|[]|['114576122']|['500 Naturwissenschaften ; 100 Philosophie']

9783862345960|['1052113907']|['http://d-nb.info/1052113907']|['(OColc)882501992']|['4020533-2', '4077347-4', '4020531-9', '4053369-4', '4020526-5']|['907.12']|[]|['142111562']|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783899716542|['993128815']|['http://d-nb.info/993128815']|[]|[]|[]|[]|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 610 Medizin, Gesundheit']

9783862348206|['1052119352']|['http://d-nb.info/1052119352']|['(OColc)882502774']|['4113292-0', '4056475-7', '4056448-4', '4011975-0']|['430.71']|[]|[]|['430 Deutsch ; 370 Erziehung, Schul- und Bildungswesen']

9783862340385|['105204638X']|['http://d-nb.info/105204638X']|['(OColc)816385269']|['4074168-0', '4078637-7', '4126892-1', '4020463-7', '4115645-6', '4071034-8']|['373.130281']|[]|['13265038X']|['370 Erziehung, Schul- und Bildungswesen']

9783899718690|['1019777664']|['http://d-nb.info/1019777664']|['(OColc)864529783', '(OColc)864529791']|['4011882-4', '35055-2', '4137944-5', '4183355-7', '4033581-1']|[]|['1019777664/04']|['129439274']|['060 Organisationen, Museumswissenschaft ; 370 Erziehung, Schul- und Bildungswesen ; 943 Geschichte Deutschlands']

9783899718515|['1010740652']|['http://d-nb.info/1010740652']|['(OColc)748701707']|['4025798-8', '4482930-9', '4193485-4', '4078249-9', '4120463-3', '4180685-2', '4054151-4', '4015833-0', '4025801-4', '4035430-1', '4055181-7', '4015833-0', '4126219-0']|['259.08664', '241.66']|['1010740652/04']|['1013903064']|['230 Theologie, Christentum ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899717259|['995318506']|['http://d-nb.info/995318506']|['(OColc)436279764']|['4138660-7', '4116648-6', '4059549-3', '4308416-3']|['378.1621']|['995318506/04']|[]|['370 Erziehung, Schul- und Bildungswesen']

9783899716375|['993128416']|['http://d-nb.info/993128416']|[]|[]|[]|[]|[]|[]

3899712161|['974749249']|['http://d-nb.info/974749249']|['(OColc)315161069']|['4048737-4']|[]|['974749249/04']|[]|['340 Recht ; 940 Geschichte Europas']

9783899718454|['1011164973']|['http://d-nb.info/1011164973']|['(OColc)725133661']|['4120730-0', '4027238-2', '4017894-8']|['304.82072']|['1011164973/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719239|['1019778040']|['http://d-nb.info/1019778040']|['(OColc)779628506']|['11855817', '4114082-5', '4045285-2']|['833.914']|['1019778040/04']|['1020754702']|['830 Deutsche Literatur']

9783862340408|['1052047378']|['http://d-nb.info/1052047378']|['(OColc)882496222']|['4022153-2', '4631324-2', '4063351-2', '4048835-4']|['342.42066']|[]|['133515907']|['340 Recht']

9783899712223|['973645253']|['http://d-nb.info/973645253']|['(OColc)181444087']|['4680022-0']|[]|['973645253/04']|['115848533']|['370 Erziehung, Schul- und Bildungswesen']

9783862342969|['1073820599']|['http://d-nb.info/1073820599']|[]|['4057578-0']|[]|[]|[]|['610 Medizin, Gesundheit']

9783899712827|['977233286']|['http://d-nb.info/977233286']|['(OColc)218894205']|['118677888']|[]|['977233286/04']|['131440705']|['100 Philosophie']

9783899713985|['985031808']|['http://d-nb.info/985031808']|['(OColc)227006401']|['4122907-1', '4563740-4', '4182947-5', '4602963-1']|['616.5106']|['985031808/04']|['114991413']|['610 Medizin, Gesundheit']

9783899713664|['982620187']|['http://d-nb.info/982620187']|['(OColc)180723302']|['4076635-4', '4054438-2']|['324.243023809043']|['982620187/04']|['131937588']|['320 Politik']

9783899715033|['989317285']|['http://d-nb.info/989317285']|['(OColc)253502328']|['4041316-0', '4161230-9', '4072712-9', '4056883-0']|['320.53']|['989317285/04']|['129619957']|['320 Politik']

3899711211|['970892144']|['http://d-nb.info/970892144']|['(OColc)723189923']|['118651234', '118651234', '4023118-5', '4012046-6', '118651234', '4690158-9']|[]|[]|['128949309']|['230 Theologie, Christentum ; 610 Medizin, Gesundheit ; 943 Geschichte Deutschlands']

9783899717273|['994854390']|['http://d-nb.info/994854390']|['(OColc)640129977']|['4066640-2', '4040802-4']|['780.9431867']|['994854390/04']|['141202300']|['780 Musik']

9783899711547|['970426119']|['http://d-nb.info/970426119']|['(OColc)237863507']|['4011882-4', '4041282-9']|[]|[]|['1047224682']|['320 Politik']

9783899717082|['993612652']|['http://d-nb.info/993612652']|['(OColc)472478640']|['11858362', '4040357-9']|['782.2609031']|['993612652/04']|['139325468']|['780 Musik']

9783899718324|['1010500546']|['http://d-nb.info/1010500546']|['(OColc)725003773']|['4131753-1', '4729290-8', '4451062-7', '4011882-4', '4415683-2', '4201709-9', '4335050-1', '4121812-7']|['345.430242']|['1010500546/04']|['101299046X']|['340 Recht']

9783899711639|['970513755']|['http://d-nb.info/970513755']|['(OColc)723098032']|['4011882-4', '4061963-1', '4043774-7', '4170215-3', '4227897-1']|[]|[]|['129249742']|['340 Recht']

9783899714883|['988884488']|['http://d-nb.info/988884488']|['(OColc)314721306']|['4386419-3']|['328.47']|['988884488/04']|[]|['320 Politik ; 940 Geschichte Europas']

9783899711660|['970885830']|['http://d-nb.info/970885830']|['(OColc)723188416']|['118599631', '4435968-8', '4041251-9', '118599631', '4453263-5', '4041251-9', '118599631', '4304194-2', '4041251-9', '118599631', '4435968-8', '4135881-8', '4077748-0']|[]|[]|['105262366']|['830 Deutsche Literatur']

9783899715781|['994758022']|['http://d-nb.info/994758022']|['(OColc)432314938']|['4180213-5', '4053449-2']|['379.15']|['994758022/04']|[]|['370 Erziehung, Schul- und Bildungswesen ; 340 Recht ; 350 Öffentliche Verwaltung']

9783899715637|['992824397']|['http://d-nb.info/992824397']|['(OColc)766196131']|['118578170', '4128597-9', '118574957', '118557912']|['943.0260922']|['992824397/04']|['129257109']|['940 Geschichte Europas ; 320 Politik']

9783899716276|['993128351']|['http://d-nb.info/993128351']|[]|[]|[]|[]|[]|['370 Erziehung, Schul- und Bildungswesen']

9783862347759|['1052113761']|['http://d-nb.info/1052113761']|['(OColc)882502204']|['4014777-0', '4035964-5', '4205642-1', '4322341-2']|['820.93564']|[]|[]|['820 Englische Literatur']

9783899715996|['993078389']|['http://d-nb.info/993078389']|[]|[]|[]|[]|[]|['320 Politik']

9783899712483|['975603140']|['http://d-nb.info/975603140']|['(OColc)181466472']|['4011882-4', '4141163-8', '4062127-3', '4167986-6']|[]|['975603140/04']|['130523496']|['340 Recht']

9783899715965|['1004069715']|['http://d-nb.info/1004069715']|['(OColc)665158845']|['4020533-2', '4077347-4', '4020531-9', '4053369-4', '4020526-5']|['907.12']|['1004069715/04']|['142111562']|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783899714234|['986036927']|['http://d-nb.info/986036927']|['(OColc)188275026']|['2065138-7', '4248646-4', '4003157-3', '4467623-2']|['363.28309431']|['986036927/04']|['122107713']|['360 Soziale Probleme, Sozialdienste, Versicherungen']

9783899712759|['976888297']|['http://d-nb.info/976888297']|['(OColc)181493234']|['4011882-4', '4136841-1', '4018337-3']|[]|['976888297/04']|['124909892']|['230 Theologie, Christentum']

9783862349784|['1052129013']|['http://d-nb.info/1052129013']|['(OColc)882503494']|[]|[]|[]|[]|['820 Englische Literatur']

9783899713527|['982273312']|['http://d-nb.info/982273312']|['(OColc)239233844']|['4015701-5', '4125698-0', '4049716-1', '4068754-5']|['930.072']|['982273312/04']|[]|['930 Alte Geschichte, Archäologie']

9783899715415|['991396170']|['http://d-nb.info/991396170']|['(OColc)724045412']|['118538659', '118538659', '4131582-0', '11853596', '4030745-1', '4007955-7', '4030702-5', '4056618-3']|['264.23092']|['991396170/04']|['14016474X']|['230 Theologie, Christentum ; 943 Geschichte Deutschlands']

9783899716306|['1004069758']|['http://d-nb.info/1004069758']|['(OColc)724293022']|['4006406-2', '4032444-8', '4664707-7', '4071045-2', '4073316-6', '4123450-9']|['297.071']|['1004069758/04']|[]|['230 Theologie, Christentum ; 290 Andere Religionen ; 370 Erziehung, Schul- und Bildungswesen']

9783862340798|['1073820661']|['http://d-nb.info/1073820661']|[]|['4113292-0', '4153665-4', '4311101-4', '4193441-6', '4124854-5']|['833.9209355']|[]|['128989181']|['830 Deutsche Literatur']

9783899714661|['987918826']|['http://d-nb.info/987918826']|['(OColc)239696429']|['4381035-4', '4000626-8']|['701.17']|['987918826/04']|[]|['700 Künste, Bildende Kunst allgemein']

9783899717068|['993612628']|['http://d-nb.info/993612628']|[]|[]|[]|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899718935|['1013359631']|['http://d-nb.info/1013359631']|['(OColc)760203085']|['118756680', '119305658', '4036824-5', '4369958-3', '4018480-8', '4254845-7']|['320.4092241']|['1013359631/04']|['101667628X']|['320 Politik']

9783899711080|['967080711']|['http://d-nb.info/967080711']|['(OColc)723081025']|['4129486-5', '4023796-5']|[]|['967080711/04']|['12474740X']|['33 Medizin ; 14 Soziologie, Gesellschaft']

9783899719673|['1020499826']|['http://d-nb.info/1020499826']|['(OColc)802503646']|['4131753-1', '4742193-9', '4144883-2', '4267736-1', '4055964-6', '4014770-8', '4027833-5', '4011882-4', '4144883-2', '4124924-0', '4116634-6', '4127888-4', '4115712-6']|['345.2405']|['1020499826/04']|[]|['340 Recht']

9783899715569|['992393760']|['http://d-nb.info/992393760']|['(OColc)560370268']|['4093976-5', '4114333-4', '4113617-2', '4138128-2', '4026535-3']|['704.0420938']|['992393760/04']|['138807280']|['700 Künste, Bildende Kunst allgemein ; 930 Alte Geschichte, Archäologie']
